GOAL_ID,MATCH_ID,PID,DURATION,ASSIST,GOAL_DESC
gl2021,mt656,ply143,45,ply816,left-footed shot
gl2022,mt656,ply135,53,ply1471,right-footed shot
gl2023,mt656,ply135,60,ply724,header
gl2024,mt656,ply724,90,ply2188,left-footed shot
gl2025,mt657,ply113,43,,left-footed shot
gl2026,mt658,ply107,35,ply115,left-footed shot
gl2027,mt659,ply2616,8,ply1050,right-footed shot
gl2028,mt659,,14,ply1492,right-footed shot
gl2029,mt659,ply2616,37,ply1115,right-footed shot
gl2030,mt659,ply1492,45,,header
gl2031,mt660,ply143,13,,left-footed shot
gl2032,mt660,ply135,21,ply816,header
gl2033,mt660,ply2727,41,ply2166,right-footed shot
gl2034,mt660,ply398,59,,header
gl2035,mt660,,84,ply583,header
gl2036,mt661,ply107,62,,left-footed shot
gl2037,mt662,ply115,28,ply107,left-footed shot
gl2038,mt662,ply1115,30,ply2616,right-footed shot
gl2039,mt662,ply115,90,,left-footed shot
gl2040,mt663,ply93,14,,header
gl2041,mt663,ply398,34,,penalty
gl2042,mt663,ply398,74,ply816,right-footed shot
gl2043,mt664,ply1471,35,,left-footed shot
gl2044,mt664,ply1115,44,ply2616,right-footed shot
gl2045,mt664,ply2616,50,ply2728,penalty
gl2046,mt664,ply724,52,ply2188,left-footed shot
gl2047,mt664,ply2728,67,,free kick
gl2048,mt665,ply1903,55,ply115,right-footed shot
gl2049,mt665,ply115,66,,left-footed shot
gl2050,mt666,ply398,28,,free kick
gl2051,mt668,ply2729,9,ply489,right-footed shot
gl2052,mt668,ply489,15,ply759,left-footed shot
gl2053,mt668,ply2462,36,ply1253,left-footed shot
gl2054,mt668,ply2730,38,,right-footed shot
gl2055,mt669,ply652,15,,left-footed shot
gl2056,mt669,ply111,31,,left-footed shot
gl2057,mt669,ply2522,45,ply867,header
gl2058,mt670,ply2731,74,ply2729,header
gl2059,mt670,ply2518,90,ply2732,right-footed shot
gl2060,mt671,ply1805,71,ply867,right-footed shot
gl2061,mt673,,34,,left-footed shot
gl2062,mt673,ply652,87,,left-footed shot
gl2063,mt674,ply2733,13,,right-footed shot
gl2064,mt674,ply2512,29,ply647,right-footed shot
gl2065,mt674,ply2512,41,ply2733,left-footed shot
gl2066,mt675,ply759,65,,right-footed shot
gl2067,mt676,ply1876,16,ply759,right-footed shot
gl2068,mt676,ply2463,76,,penalty
gl2069,mt677,ply1960,48,ply647,header
gl2070,mt677,ply1801,52,ply176,penalty
gl2071,mt677,ply111,53,ply1960,left-footed shot
gl2072,mt678,ply2734,30,ply414,right-footed shot
gl2073,mt678,ply208,48,ply489,right-footed shot
gl2074,mt678,,82,,own goal
gl2075,mt679,ply2462,33,ply2735,right-footed shot
gl2076,mt679,ply176,38,ply691,right-footed shot
gl2077,mt679,ply1801,45,,right-footed shot
gl2078,mt679,ply2041,77,,own goal
gl2079,mt680,ply1888,7,ply393,header
gl2080,mt680,ply1374,15,ply198,header
gl2081,mt680,ply2736,17,,right-footed shot
gl2082,mt680,ply198,51,,left-footed shot
gl2083,mt680,,76,ply292,right-footed shot
gl2084,mt680,ply290,87,,left-footed shot
gl2085,mt681,ply2484,48,,left-footed shot
gl2086,mt681,ply699,89,,free kick
gl2087,mt681,ply118,90,ply1390,header
gl2088,mt682,ply699,17,ply2197,right-footed shot
gl2089,mt682,ply290,43,,right-footed shot
gl2090,mt682,ply686,68,,right-footed shot
gl2091,mt682,,87,ply292,left-footed shot
gl2092,mt683,ply2737,28,,left-footed shot
gl2093,mt683,ply2485,37,ply2738,right-footed shot
gl2094,mt684,ply2197,16,ply510,left-footed shot
gl2095,mt684,ply2739,20,,own goal
gl2096,mt684,,22,,penalty
gl2097,mt684,ply834,37,ply699,left-footed shot
gl2098,mt684,ply833,68,ply118,right-footed shot
gl2099,mt684,ply118,84,ply699,right-footed shot
gl2100,mt685,ply290,9,ply1888,left-footed shot
gl2101,mt685,ply1144,43,,right-footed shot
gl2102,mt685,ply2484,67,ply2740,ind. free kick
gl2103,mt686,ply2741,12,ply2742,header
gl2104,mt687,ply2197,1,ply699,left-footed shot
gl2105,mt687,ply831,35,ply2197,right-footed shot
gl2106,mt687,ply2486,40,ply2743,left-footed shot
gl2107,mt687,,58,ply2744,right-footed shot
gl2108,mt687,ply2744,83,ply2745,right-footed shot
gl2109,mt687,ply286,85,ply818,right-footed shot
gl2110,mt688,ply2745,10,ply2486,right-footed shot
gl2111,mt688,ply2521,17,ply393,header
gl2112,mt688,ply2521,18,ply393,left-footed shot
gl2113,mt688,,20,,
gl2114,mt688,ply2745,24,ply2746,right-footed shot
gl2115,mt688,ply393,29,ply225,right-footed shot
gl2116,mt688,ply225,32,ply2521,right-footed shot
gl2117,mt688,ply225,52,ply393,right-footed shot
gl2118,mt688,ply2747,57,,right-footed shot
gl2119,mt688,ply202,81,,header
gl2120,mt688,ply2748,83,,right-footed shot
gl2121,mt688,ply2749,90,,own goal
gl2122,mt689,ply686,29,ply699,left-footed shot
gl2123,mt689,ply2738,80,,penalty
gl2124,mt689,ply831,87,ply729,header
gl2125,mt690,ply2743,30,ply2745,right-footed shot
gl2126,mt691,ply831,28,ply818,right-footed shot
gl2127,mt691,ply831,53,ply1390,header
gl2128,mt691,ply290,60,,right-footed shot
gl2129,mt691,ply225,88,ply290,left-footed shot
gl2130,mt692,ply2660,5,,right-footed shot
gl2131,mt692,ply664,29,,free kick
gl2132,mt692,ply664,61,,penalty
gl2133,mt693,ply422,13,ply763,right-footed shot
gl2134,mt693,ply2584,52,,header
gl2135,mt694,ply2750,53,,own goal
gl2136,mt694,ply853,64,ply2751,left-footed shot
gl2137,mt694,ply2752,69,ply2753,left-footed shot
gl2138,mt694,ply2754,90,ply2753,header
gl2139,mt695,ply2755,25,ply664,header
gl2140,mt696,ply2756,12,ply323,right-footed shot
gl2141,mt696,ply2511,68,ply422,right-footed shot
gl2142,mt696,ply763,90,ply864,penalty
gl2143,mt697,ply664,40,ply2755,left-footed shot
gl2144,mt699,ply763,37,ply844,header
gl2145,mt701,ply2757,5,ply2758,left-footed shot
gl2146,mt701,ply664,30,ply2660,penalty
gl2147,mt701,,52,,right-footed shot
gl2148,mt702,ply307,8,,own goal
gl2149,mt702,ply2754,15,ply2753,header
gl2150,mt703,ply763,6,ply864,header
gl2151,mt703,ply864,26,ply844,left-footed shot
gl2152,mt703,ply2172,44,ply2515,back heel
gl2153,mt703,ply763,64,ply763,penalty
gl2154,mt703,ply586,77,ply763,right-footed shot
gl2155,mt705,ply1092,13,ply2759,header
gl2156,mt705,ply2760,49,ply1909,right-footed shot
gl2157,mt705,ply1909,57,ply1092,left-footed shot
gl2158,mt706,ply1076,24,,right-footed shot
gl2159,mt706,ply1869,31,ply1076,left-footed shot
gl2160,mt706,ply1110,57,ply2468,left-footed shot
gl2161,mt706,ply2468,85,,free kick
gl2162,mt707,ply2007,53,ply2761,header
gl2163,mt708,,37,ply2762,left-footed shot
gl2164,mt709,ply509,76,ply2468,right-footed shot
gl2165,mt710,ply1869,13,,penalty
gl2166,mt710,ply1092,84,ply187,header
gl2167,mt711,ply2761,31,ply2492,left-footed shot
gl2168,mt711,ply2488,66,ply2763,right-footed shot
gl2169,mt711,ply2764,80,ply733,header
gl2170,mt711,ply2007,87,ply2762,right-footed shot
gl2171,mt712,ply1708,72,ply2759,left-footed shot
gl2172,mt713,,9,,right-footed shot
gl2173,mt713,,45,ply507,penalty
gl2174,mt713,ply507,84,,left-footed shot
gl2175,mt713,,90,,right-footed shot
gl2176,mt714,ply1869,52,ply2765,right-footed shot
gl2177,mt714,ply513,73,ply1076,header
gl2178,mt716,,48,,left-footed shot
gl2179,mt717,ply527,18,,free kick
gl2180,mt717,ply922,40,ply735,right-footed shot
gl2181,mt717,ply527,55,ply922,left-footed shot
gl2182,mt717,ply1840,72,ply201,right-footed shot
gl2183,mt718,ply1884,8,ply2169,right-footed shot
gl2184,mt718,ply831,18,ply818,header
gl2185,mt718,ply827,49,ply699,right-footed shot
gl2186,mt718,ply690,54,,right-footed shot
gl2187,mt719,,11,ply1471,left-footed shot
gl2188,mt719,ply1088,30,,right-footed shot
gl2189,mt719,ply398,53,,header
gl2190,mt719,ply583,56,ply398,right-footed shot
gl2191,mt719,ply583,63,,right-footed shot
gl2192,mt719,ply143,88,ply583,left-footed shot
gl2193,mt720,ply293,26,ply144,right-footed shot
gl2194,mt720,ply2512,32,ply577,header
gl2195,mt720,ply739,40,ply577,right-footed shot
gl2196,mt720,,58,ply293,right-footed shot
gl2197,mt720,ply2512,61,ply111,right-footed shot
gl2198,mt720,,71,ply2193,right-footed shot
gl2199,mt720,ply649,77,,right-footed shot
gl2200,mt720,ply144,82,,right-footed shot
gl2201,mt721,ply113,17,,left-footed shot
gl2202,mt721,ply115,25,ply1903,left-footed shot
gl2203,mt721,ply1547,48,ply751,right-footed shot
gl2204,mt721,ply1903,59,ply1903,penalty
gl2205,mt721,ply103,68,,own goal
gl2206,mt721,,86,ply1378,header
gl2207,mt722,ply2766,72,,right-footed shot
gl2208,mt722,ply2468,74,ply505,left-footed shot
gl2209,mt723,ply733,25,ply2488,header
gl2210,mt723,ply496,62,ply2767,right-footed shot
gl2211,mt723,ply2672,73,,right-footed shot
gl2212,mt724,ply1650,24,ply2169,left-footed shot
gl2213,mt724,ply729,51,ply827,header
gl2214,mt724,ply1650,57,,own goal
gl2215,mt724,ply118,90,,right-footed shot
gl2216,mt725,ply2709,20,ply26,right-footed shot
gl2217,mt725,ply398,55,ply398,penalty
gl2218,mt725,,68,,left-footed shot
gl2219,mt725,ply1471,78,ply2186,left-footed shot
gl2220,mt725,ply1086,80,,right-footed shot
gl2221,mt725,ply1086,85,ply1471,right-footed shot
gl2222,mt726,ply290,4,ply292,header
gl2223,mt726,ply292,59,,right-footed shot
gl2224,mt726,ply290,61,,right-footed shot
gl2225,mt726,ply290,85,ply2768,right-footed shot
gl2226,mt727,ply1073,3,,header
gl2227,mt727,ply2467,40,,own goal
gl2228,mt727,ply740,50,ply741,penalty
gl2229,mt727,ply1840,62,ply2467,right-footed shot
gl2230,mt727,ply741,88,,free kick
gl2231,mt727,ply741,90,ply1073,penalty
gl2232,mt727,ply392,90,ply741,right-footed shot
gl2233,mt728,ply1110,42,,penalty
gl2234,mt729,,27,ply664,right-footed shot
gl2235,mt729,ply2660,54,,left-footed shot
gl2236,mt730,ply739,8,ply652,right-footed shot
gl2237,mt730,ply577,29,ply647,right-footed shot
gl2238,mt730,ply144,71,,left-footed shot
gl2239,mt730,ply18,77,ply111,header
gl2240,mt732,ply1110,7,ply509,left-footed shot
gl2241,mt732,ply1110,22,,left-footed shot
gl2242,mt732,ply2769,55,ply1076,header
gl2243,mt733,ply739,19,ply111,right-footed shot
gl2244,mt733,,35,,own goal
gl2245,mt733,ply393,57,ply2521,left-footed shot
gl2246,mt733,ply739,79,,right-footed shot
gl2247,mt733,ply2521,84,,left-footed shot
gl2248,mt734,ply115,28,ply115,penalty
gl2249,mt735,ply1086,25,ply583,header
gl2250,mt735,ply699,47,ply818,right-footed shot
gl2251,mt735,ply699,77,ply834,right-footed shot
gl2252,mt736,ply113,26,ply2163,header
gl2253,mt736,ply2672,61,,right-footed shot
gl2254,mt737,ply398,53,,penalty
gl2255,mt737,ply699,76,ply690,header
gl2256,mt737,ply729,78,,own goal
gl2257,mt737,ply699,105,ply729,left-footed shot
gl2258,mt737,ply699,110,ply1371,right-footed shot
gl2259,mt737,ply834,112,,right-footed shot
gl2260,mt739,ply739,3,ply647,right-footed shot
gl2261,mt739,ply2512,17,ply111,header
gl2262,mt739,ply225,48,ply393,right-footed shot
gl2263,mt739,ply2733,81,ply111,right-footed shot
gl2264,mt740,ply699,10,ply690,header
gl2265,mt740,ply699,73,,right-footed shot
gl2266,mt740,ply699,86,ply833,right-footed shot
gl2267,mt741,ply1869,29,ply2468,right-footed shot
gl2268,mt741,ply1869,59,ply2468,left-footed shot
gl2269,mt742,,33,ply2468,left-footed shot
gl2270,mt742,ply2468,44,,right-footed shot
gl2271,mt742,ply739,69,ply2514,right-footed shot
gl2272,mt743,ply113,12,ply109,header
gl2273,mt743,ply115,16,,penalty
gl2274,mt743,ply857,42,,right-footed shot
gl2275,mt744,ply699,20,ply818,right-footed shot
gl2276,mt744,,27,ply1869,bicycle kick
gl2277,mt744,ply690,61,,right-footed shot
gl2278,mt744,ply699,64,ply828,right-footed shot
gl2279,mt744,ply834,90,ply1371,left-footed shot
